,Ingredient,Category
0, 닭다리살      소금    후추    허브가루    청주  큰술 새우  개 해물믹스    컵 숙주  봉지 애호박    개 미니파프리카  개 곰취  장 엔다이브  개 감자  개 허브가루  큰술 청주    컵 물  컵,Japanese
1, 돼지고기  불고기       청주  큰술 생강가루  작은술 후추    소금    숙주  봉지 청경채  개 새송이버섯  개 쪽파  줄기 청주  컵 허브가루  큰술 물  컵,Japanese
2, 닭다리살      달걀  개숟가락 다진마늘  숟가락 다진생강 약간 간장    숟가락 소주  숟가락 소금 약간 후춧가루 약간 전분가루  숟가락 튀김기름 적당량,Japanese
3, 숙주  컵 마늘  티스푼,Japanese
4, 핫케이크가루     계란  개 버터     설탕      설탕     ,Japanese
5, 호두    컵 쌀  컵 간장  티스푼 청주  티스푼 소금    티스푼,Japanese
6, 닭 안심  개      키조개 관자  개      생표고버섯  개 청경채  장 달걀  개,Japanese
7, 핫케익믹스  종이컵 계란  개 우유  종이컵 생크림  종이컵,Japanese
8, 닭가슴살      양파    개 주키니호박    개 양송이버섯  개 물       쪽파    뿌리 식용유   ,Japanese
9, 물       계란  개 새우  마리 쪽파    뿌리 가쓰오부시    쯔유    소금    다시마          조각,Japanese
10, 계란  개 건표고버섯  개 간장  컵 맛술  컵 물    컵 흰 대파      다시마         장 고추씨    마늘  알,Japanese
11, 명란젓     따뜻한 밥  공기 김 적당량 녹차 우린 물  컵        와사비 적당량,Japanese
12, 달걀  개 데친 브로컬리  컵 생표고  개 자숙새우   마리 소금  꼬집 정종    작은술 당근  쪽 무순   그람 연근  쪽,Japanese
13, 돼지등심  장 식빵  장 오이    개 계란  개 양배추  줌 식용유  컵 밀가루  큰술 빵가루 약간 소금 약간 후추 약간 마요네즈  큰술 케찹  큰술 돈까스 소스  큰술 맛술 미림  큰술,Japanese
14, 삼겹살  줄 올리고당    숟가락 맛술  숟가락 물  숟가락,Japanese
15, 돼지고기 앞다리살  약      대파  대 마늘    알 밥  공기,Japanese
16, 돼지고기목살      소주 소주잔     컵 빵가루 계란  개 밀가루,Japanese
17, 닭가슴살     간장  닭가슴살 밑간용     작은스푼 연근     토란     곤약     당근     우엉     건표고 버섯    물      참기름    작은스푼 황설탕  큰스푼 술    큰스푼 미림  큰스푼 간장    큰스푼 껍질콩  개 뜨거운 물 적당량 소금 조금,Japanese
18, 얇은 삼겹살      간장  큰술 쯔유  큰술 맛술  큰술 생강 간것  큰술 물  큰술 통후추 약간 양배추     ,Japanese
19, 감자 중   개 양파  개 당근    개 소고기      설탕    컵 맛술    컵 간장    컵 물  컵 가다랑어포 약간,Japanese
20, 잘게 썬 문어  컵 다진 파    컵 올리브유 약간 계란  개 우유    컵 다시마물  컵 소금 약간,Japanese
21, 식빵  장 계란  개 맛술  스푼 설탕  티스푼 기름 약간,Japanese
22, 달걀  개 볶은소금    우유    맛술    설탕      식빵  조각 식용유 적당량,Japanese
23, 우동면  봉지 쯔유소스    큰술 베이컨      양배추    통 느타리버섯    송이 감자  개 밀가루 약간 물 적당량 달걀  개 소금 약간 마요네즈 취향껏 파슬리가루 약간 가다랑어포 가쓰오부시  취향껏,Japanese
24, 돈까스  장 양파    개 파    줄 버섯    종이컵 계란  개,Japanese
25, 계란  개 밥  공기 고형카레    조각 브로컬리 조금 양파 조금 버섯 조금,Japanese
26, 달걀  개 기름 적당히 맛술  큰술 후추 약간,Japanese
27, 후리가께 큰  스푼 밥  공기  주걱  참기름  스푼 맛술  스푼,Japanese
28, 삶은 삼겹살   점 조린 계란  개 밥  공기,Japanese
29, 식빵  장 달걀  개 우유  숟가락 마요네즈 씨겨자,Japanese
30, 밥  공기 명란  조각 후리가케 따뜻한 녹차  잔,Japanese
31, 소고기불고기      만가닥버섯 표고버섯   봉지 양파 작은 것  개 식용유  큰술 청주  큰술 따뜻한 밥 작은  공기 설탕  큰술 간장  큰술,Japanese
32, 밥  인분 후리가케 명란맛   큰술 쯔유  큰술 맛술  작은술,Japanese
33, 감자  개 중  당근    개 소  다진고기      양파  개 소 ,Japanese
34, 닭다리살     새우 껍질 채로  마리 생표고버섯  개 달걀  개 엷은맛 간장  작은술 맛술  작은술,Japanese
35, 물       다시마  장 가쯔오부시  컵 설탕 조금,Japanese
36, 가지  개 가츠오부시  줌 간장  큰술 설탕  큰술 미림  큰술 생략가능  다시마 가츠오육수      ,Japanese
