,Ingredient,Category
0, 대패삼겹살      양파    개 달걀 노른자  개 설탕  큰술,Japanese
1, 오이  개 완숙토마토  개 꽃소금 약간 양조간장  큰술 참기름  작은술,Japanese
2, 우엉      당근      물    간장      미림      설탕   ,Japanese
3, 가지  개 약       설탕    청주    미림    물   ,Japanese
4, 밥  공기 물       양조간장  큰술 스톡이나 굴소스    큰술 맛술  큰술 전분  큰술 식초  큰술 계란  개 크래미맛살    개 다진파 약간 소금 약간 식용유 약간,Japanese
5, 적당한 크기의 감자  개 감자 전분  스푼 소금  꼬집 물  스푼,Japanese
6, 두부  모 전분 또는 박력분  숟가락 기름  숟가락 무 간 것  숟가락 쪽파 토핑용,Japanese
7, 두부 부침찌개용       한 팩 간장    설탕    취향에 따라 가감  미림    생강파우더  꼬집    생강 다진 것     후추 약간 참기름    대파 흰대 다진 것   ,Japanese
8, 두부  모 전분가루  컵 가쓰오부시  컵 쪽파 송송,Japanese
9, 무     정도 마늘    조각 간장  큰술 버터    정도 대파 적량 고춧가루 조금 소금 조금,Japanese
10, 오이  백오이  개 다진양파  개 다진마늘             레드페퍼   땡초 조금 참기름   ,Japanese
11, 소고기 불고기용      감자  개 청고추  개 홍고추  개 물  머그컵 간장  큰술 올리고당  큰술 참기름  큰술 통깨  큰술,Japanese
12, 달걀  개 크래미  개 대파 조금 자일로스설탕  큰술 식초  큰술,Japanese
13, 삼겹살      생강     미림  작은술 청주  작은술,Japanese
14, 스팸    작은캔 청경채  줄기 피망  개 양파  개 마늘  개 버터 조금 파스타면  인분,Japanese
15, 감자  알 감자 전분    큰술 피자치즈     버터     소금  작은술 진간장  큰술 설탕  큰술 맛술  큰술 물  큰술 식용유 적당량,Japanese
16, 새송이버섯    개 간장  큰술 마늘    톨,Japanese
17, 연어 살  팩       양파     개 밥  공기 올리고당  숟가락 다진마늘    숟가락 고추냉이 조금,Japanese
18, 밥  주걱 햄  조각 계란  개 김  장 토마토  조각 양상추  장 참기름  큰술 소금  꼬집,Japanese
19, 밥  인분 참치  캔       후리가케  인분 올리고당  큰술,Japanese
20, 감자  개 당근    개 양파  개 닭가슴살,Japanese
21, 계란  개 크래미  개 대파 전분물  큰술 맛술  큰술 굴소스  큰술,Japanese
22, 고등어  마리 녹말가루     소금 약간 후추 약간 양파    개 설탕     물    컵 물엿    ,Japanese
23, 부침 두부  팩 다진마늘    큰술 진간장    큰술 버터    정도 올리브오일 적당량,Japanese
24, 닭다리 순살      진간장  큰술 소금  꼬집 설탕    큰술 미림  큰술 후춧가루 약간 생강가루 약간 계란  개 전분가루 적당량 튀김 식용유 넉넉히,Japanese
25, 식빵  장 계란  개 우유       설탕    버터      소금  꼬집,Japanese
26, 감자 작은것   개 개당      감자전분    찹쌀가루    오일      버터 옵션    ,Japanese
27, 계란  개 맛살  개 파 밥  공기 굴소스  스푼 물       전분물,Japanese
28, 닭다리살      녹말가루  큰술 식용유 넉넉하게 달걀 푼것    개 간장    큰술,Japanese
29, 밥  공기 달걀  개 다진 파    오일    미림    굴소스    치킨스톡 파우더     혼다시 등 조미료     전분   ,Japanese
30, 삼겹살      파    밥  공기 설탕    마늘    생강   ,Japanese
31, 계란 노른자  개 설탕     전분     우유   ,Japanese
32, 달걀  개 간장      작은술 설탕      작은술 미림  작은술 식용유 적당량,Japanese
33, 밥  공기 달걀  개 크래미  개 대파 약간 통깨 약간 식초   전분 물 물     전분가루  ,Japanese
34, 고등어  팩 대파  대 양파    개 밀가루    후추 톡톡 물  컵 종이컵 ,Japanese
35, 소고기  한우       양파  개 계란  개 쪽파 적당량 굴소스    다진마늘 적당량,Japanese
36, 불고기용 소고기      대파 두부    모 양파  개 표고버섯  개 달걀  개,Japanese
37, 삼겹살      양파    개 팽이버섯    개 밥  공기 계란  개,Japanese
38, 돼지고기 부위 무관           감자  개 무우  줌 당근    개 대파  컵 채소나 버섯 적당히 포도씨유   ,Japanese
39, 닭 사태살  팩 양파  개 달걀  개 파  대 간장      미림      설탕  숟가락 가쓰오부시,Japanese
40, 다진돼지고기    밥공기 정도 쪽파  줄 계란  개 물    소금 약간 생강가루 약간,Japanese
41, 연두부      전분가루  큰술 설탕  큰술 꿀 적당량 콩가루 적당량,Japanese
42, 식빵  장 양배추      슬라이스 햄  장 달걀  개 체다 치즈  장,Japanese
43, 쌀  컵 쌀컵 기준  곤약    팩 표고버섯  개 당근 연근 우엉,Japanese
44, 닭다리살이나 닭가슴살 적당량 생강 우유 생략가능  튀김가루 소금 약간 후추 약간 양상추,Japanese
45, 부채살      양파      개 파 조금 계란  개 밥  그릇 청주  숟가락,Japanese
46, 소고기갈비살  줌 감자 작은 거  개 양파  개 당근 작은 거  개,Japanese
47, 꽁치캔      한개 생강  톨 식용유  큰술 청양고추  개 빨간고추  개 통깨 조금,Japanese
48, 배추    통 소금  숟가락 식초  숟가락 설탕  숟가락 마른고추  개,Japanese
49, 돼지고기앞다리      삶은 당면  컵 양파 중   개 당근    개 포도씨유    달걀    개 소금한꼬집      부추  컵 썬 파  컵 통깨 약간,Japanese
50, 돼지고기    그램 감자  개 양파    개 당근    개 데친 브로컬리 약간 설탕 약간 후추 약간 식용유 약간,Japanese
51, 달걀  개 다시국물       미림    소금  꼬집 고명용 대파  조각,Japanese
52, 돼지고기      가지  개 설탕  큰술 미림  소주잔 청주  소주잔 물  소주잔 미소 된장      소주잔 조미료 적당히 간마늘  쪽 간생강 적당히  개 참기름  큰술 올리고당  큰술,Japanese
53, 삼겹살  줄 계란  개 양파    개 숙주  웅큼 마요네즈 우유 후추 가츠오부시 소주,Japanese
54, 라면  봉지 물       우유       다시마  조각 된장  큰술 고춧가루    큰술 숙주  줌,Japanese
55, 소불고기      당근  개 감자  개 무      양파  개 꽈리고추  개 다시마         개 간장  큰술 설탕    큰술 쯔유  큰술 맛술 미림  큰술,Japanese
56, 고형카레  개 버터  큰술 우유       물       감자  개 당근    개 피망  개 양파  개 소고기     ,Japanese
57, 삼겹살  줄 양파    개 달걀  개 설탕 한 꼬집 마늘 다진 것 조금 혼다시    내외 물      ,Japanese
58, 양배추    장 양파    개 쪽파  대 식용유 적당량 부침가루    컵       ,Japanese
59, 닭다리살     양파    개 대파    대 달걀  개,Japanese
60, 돼지고기     소금  꼬집 후춧가루  꼬집 대파  대 양파    개 감자  개 물       설탕     간장     맛술    ,Japanese
61, 손질된 가자미  마리 당근 적당량 샐러리 적당량 간장  큰술 얇게 편썬 생강  조각,Japanese
62, 소고기등심 감자 양파 버터 육수 간장 설탕 후추,Japanese
63, 감자  개 양파    개 당근    개 소고기 얇게 썬 것      그린빈 혹은 꽈리고추  줌 육수  컵,Japanese
64, 작은 감자  개 감자 전분    큰 술 찹쌀가루    큰 술 소금 약간 식용유  큰 술 버터    큰 술 김 선택,Japanese
65, 감자    개 찹쌀가루  큰술 김 적당량 소금 약간 후추 약간,Japanese
66, 유부   장 쌀뜨물 적당량 밥  공기 맛술  큰술,Japanese
67, 가지  개 밥  그릇 간장  큰술 물  큰술,Japanese
68, 양파    쪽 베이컨  장 다진마늘  큰술 오뚜기 카레 매운맛 약  큰술 우유       물 약간,Japanese
69, 닭 다리살      다진 마늘      간장    청주    후추 약간 달걀  개 전분   ,Japanese
70, 고등어  마리       우엉    개 생강     마늘 또는 다진마늘  톨     작은술 설탕   큰술 미림  큰술,Japanese
71, 라면  아무거나   봉지 계란  개,Japanese
72, 샤브샤브용 소고기      표고버섯  개 팽이버섯    개 대파     배추      양파    개 우동  팩 유정란  개 식용유  큰술,Japanese
73, 달걀  개 쯔유  큰술 설탕  큰술 맛술  큰술 소금    큰술,Japanese
74, 닭다리살      달걀    개 양파    개 청양고추  개 대파 적당량 가츠오부시 다시마,Japanese
75, 연어 횟감  밥  컵 다시마         장 간장  큰술 맛술  큰술 올리고당  큰술 다진마늘  큰술,Japanese
76, 일본 고형 카레 파우더 적당량 감자  개 당근    개 돼지고기  삼겹살       버섯 과 채소 적당량 양파  개,Japanese
77, 밥  공기 크래미  개 계란  개 취향껏 송송 썬 쪽파  줌 후추 약간 소금 적당량 식초  큰 술,Japanese
78, 샤브샤브용 소고기      두부      표고버섯     시금치 혹은 청경채       대파 흰부분  대 실 곤약      떡국떡     달걀  개,Japanese
79, 멸치육수    가쓰오부시  줌 대패삼겹살      당근    개 무    개 미니새송이버섯  봉 실곤약  봉 우엉  줌 미소된장   ,Japanese
80, 멸치  개    개 다시마  개 가츠오부시        고춧가루    깨소금   ,Japanese
81, 닭고기 닭다리살  장 전분가루  비율 간생강  작은 스푼 소금 밑간 재료무게의    분의  양 정도 후추 적당량 파프리카파우더 적당량 백후추 적당량 간장    스푼 미림    스푼,Japanese
82, 샌드위치햄  장 계란  개 오이    개 토마토  개 또는 방울토마토   개 간장     참기름    ,Japanese
83, 두부      전분    식물성오일 무 다진파 가쯔오부시,Japanese
84, 삼겹살  근 양파    개 쪽파    쪽 밥  공기 올리고당    통마늘    개 생강    개,Japanese
85, 일본바몬드 카레  개 소고기 척아이롤      감자  개 양파    개 당근  개 스파게티용 토마토소스  큰술 우유       물      ,Japanese
86, 꽈리고추     볶은 깨    간장    맛술    설탕    소금,Japanese
87, 삼겹살 홍고추 대파 팽이버섯 청양고추,Japanese
88, 방울토마토  봉지 소금      밀가루    컵,Japanese
89, 양송이 버섯  개 닭안심      대파 흰부분       대 검은깨 약간 생략가능 ,Japanese
90, 식빵  개 삶은달걀  개 마요네즈  큰술 소금 톡톡 후추 톡톡 연유  큰술 생략가능 ,Japanese
